f3788960, 751061, 69, 523931, 0
f3788e40, 750811, 11120, 0, 1996
f3788e40, 750811, 11120, 194114, 0
f3788e40, 743070, 3379, 0, 1847
f3788e40, 743070, 3379, 193031, 1
f3788e40, 743479, 3788, 0, 1210
f3788e40, 743479, 3788, 196091, 1
f3788e40, 740223, 532, 0, 1273
f3788e40, 740223, 532, 195816, 1
f3788e40, 743079, 3388, 193660, 0
f3788e40, 741569, 1878, 0, 1236
f3788e40, 741569, 1878, 192573, 1
f3788e40, 745952, 6261, 0, 1206
f3788e40, 745952, 6261, 197574, 0
f3788e40, 746983, 7292, 0, 12666
f3788e40, 746983, 7292, 192739, 1
f3788e40, 749731, 10040, 0, 1450
f3788e40, 749731, 10040, 196047, 1
f3788e40, 747644, 7953, 0, 1244
f3788e40, 747644, 7953, 195919, 1
f3788e40, 741396, 1705, 0, 1178
f3788e40, 741396, 1705, 192595, 0
f3788e40, 741716, 2025, 0, 1267
f3788e40, 741716, 2025, 196355, 0
f3788e40, 750151, 10460, 0, 1204
f3788e40, 750151, 10460, 192988, 0
f3788e40, 748973, 9282, 0, 1256
f3788e40, 748973, 9282, 193824, 1
f3788e40, 741757, 2066, 0, 1145
f3788e40, 741757, 2066, 192732, 1
f3788e40, 745463, 5772, 0, 955
f3788e40, 745463, 5772, 196333, 0
f3788e40, 745302, 5611, 0, 1006
f3788e40, 745302, 5611, 197253, 0
f3788e40, 742878, 3187, 0, 967
f3788e40, 742878, 3187, 194469, 1
f3788e40, 746134, 6443, 0, 1043
f3788e40, 746134, 6443, 195789, 0
f3788e40, 741532, 1841, 0, 1017
f3788e40, 741532, 1841, 194445, 0
f3788e40, 748237, 8546, 0, 1084
f3788e40, 748237, 8546, 193117, 0
f3788e40, 742739, 3048, 0, 1062
f3788e40, 742739, 3048, 194517, 0
f3788e40, 743843, 4152, 0, 1091
f3788e40, 743843, 4152, 193813, 0
f3788e40, 743231, 3540, 0, 1061
f3788e40, 743231, 3540, 195925, 1
f3788e40, 746511, 6820, 0, 937
f3788e40, 746511, 6820, 195797, 1
f3788e40, 739941, 250, 0, 1192
f3788e40, 739941, 250, 192581, 0
f3788e40, 740240, 549, 0, 845
f3788e40, 740240, 549, 194454, 1
f3788e40, 743639, 3948, 0, 1066
f3788e40, 743639, 3948, 192646, 0
f3788e40, 741125, 1434, 0, 1104
f3788e40, 741125, 1434, 3322, 0
f3788e40, 748727, 9036, 0, 1261
f3788e40, 748727, 9036, 500731, 0
f3788e40, 750247, 10556, 0, 1209
f3788e40, 750247, 10556, 497948, 0
f3788e40, 744505, 4814, 0, 1127
f3788e40, 744505, 4814, 498953, 0
f3788e40, 748003, 8312, 0, 1101
f3788e40, 748003, 8312, 501584, 0
f3788e40, 746267, 6576, 0, 1098
f3788e40, 746267, 6576, 500973, 0
f3788e40, 743381, 3690, 0, 1104
f3788e40, 743381, 3690, 510027, 0
f3788e40, 749882, 10191, 0, 1135
f3788e40, 749882, 10191, 501009, 0
f3788e40, 741229, 1538, 0, 1067
f3788e40, 741229, 1538, 510744, 1
f3788e40, 746161, 6470, 0, 1041
f3788e40, 746161, 6470, 502578, 1
f3788e40, 748623, 8932, 0, 1116
f3788e40, 748623, 8932, 501172, 0
f3788e40, 744670, 4979, 0, 1141
f3788e40, 744670, 4979, 510059, 1
f3788e40, 747866, 8175, 0, 1158
f3788e40, 747866, 8175, 501060, 1
f3788e40, 746135, 6444, 195790, 0
f3788e40, 743831, 4140, 196185, 1
f3788e40, 741336, 1645, 0, 1143
f3788e40, 741336, 1645, 500020, 0
f3788e40, 743689, 3998, 0, 1096
f3788e40, 743689, 3998, 495264, 1
f3788e40, 745091, 5400, 0, 1227
f3788e40, 745091, 5400, 498898, 0
f3788e40, 746948, 7257, 0, 1167
f3788e40, 746948, 7257, 493938, 0
f3788e40, 742364, 2673, 0, 1134
f3788e40, 742364, 2673, 510002, 1
f3788e40, 740235, 544, 192736, 1
f3788e40, 744277, 4586, 0, 1089
f3788e40, 744277, 4586, 493306, 0
f3788e40, 750910, 11219, 0, 1264
f3788e40, 750910, 11219, 492966, 0
f3788e40, 750070, 10379, 0, 1189
f3788e40, 750070, 10379, 491768, 0
f3788e40, 748429, 8738, 0, 1204
f3788e40, 748429, 8738, 490508, 0
f3788e40, 743151, 3460, 0, 1117
f3788e40, 743151, 3460, 495552, 1
f3788e40, 741820, 2129, 0, 1119
f3788e40, 741820, 2129, 496136, 0
f3788e40, 750736, 11045, 0, 1110
f3788e40, 750736, 11045, 492268, 1
f3788e40, 750188, 10497, 0, 1118
f3788e40, 750188, 10497, 492256, 0
